"","customer_id","revenue","most_recent_visit","number_of_orders","recency_days"
"7128",21204,949,2006-10-06,9,87
"7129",15276,1597,2006-08-30,15,124
"7130",19905,478,2006-06-07,8,208
"7131",25256,908,2006-07-08,11,177
"7132",10740,1147,2006-11-16,16,46
"7133",24763,956,2006-05-30,9,216
"7134",21610,388,2006-10-01,3,92
"7135",19821,502,2006-07-07,7,178
"7136",5099,666,2006-11-21,8,41
"7137",35234,941,2006-09-01,9,122
"7138",26837,855,2006-04-20,8,256
"7139",17087,727,2006-08-01,9,153
"7140",20169,1046,2006-09-16,10,107
"7141",5198,220,2006-07-11,5,174
"7142",34888,534,2006-04-05,4,271
"7143",31290,1259,2006-09-19,14,104
"7144",18240,633,2006-12-13,7,19
"7145",20438,1380,2006-06-26,13,189
"7146",33641,1183,2006-11-05,12,57
"7147",13845,880,2006-11-02,9,60
"7148",37887,1243,2006-10-01,12,92
"7149",32832,683,2006-11-05,7,57
"7150",16065,335,2006-09-06,6,117
"7151",8630,377,2006-03-20,5,287
"7152",35088,1126,2006-03-26,10,281
"7153",32600,830,2005-11-16,11,411
"7154",1156,982,2006-07-29,9,156
"7155",10084,1303,2006-09-29,13,94
"7156",3858,1110,2006-09-22,11,101
"7157",22293,1428,2006-12-28,13,4
"7158",7739,2082,2006-09-23,15,100
"7159",11685,755,2006-03-01,9,306
"7160",6164,1246,2006-08-14,13,140
"7161",16732,211,2006-08-07,4,147
"7162",31502,867,2006-07-06,10,179
"7163",13166,715,2006-11-03,9,59
"7164",15199,774,2006-09-22,11,101
"7165",2067,884,2006-08-25,9,129
"7166",27913,1158,2006-09-02,13,121
"7167",33420,735,2006-08-14,9,140
"7168",17956,702,2006-10-30,10,63
"7169",7729,558,2006-09-17,5,106
"7170",4992,722,2006-09-19,8,104
"7171",8746,733,2006-11-05,10,57
"7172",20565,755,2006-11-04,8,58
"7173",13598,912,2006-04-13,10,263
"7174",20054,1192,2006-06-06,13,209
"7175",19621,642,2006-10-22,8,71
"7176",18574,985,2006-11-24,13,38
"7177",25795,1220,2006-12-12,11,20
"7178",32664,1368,2006-07-19,12,166
"7179",25543,828,2005-08-08,6,511
"7180",22418,1223,2006-11-04,13,58
"7181",30294,799,2006-11-07,8,55
"7182",26222,1608,2006-06-03,17,212
"7183",15781,238,2005-05-24,4,587
"7184",30563,894,2006-12-05,8,27
"7185",38319,804,2006-11-09,10,53
"7186",38136,765,2006-12-17,9,15
"7187",12433,239,2006-10-21,4,72
"7188",34527,1003,2006-12-14,12,18
"7189",14696,1078,2006-07-29,9,156
"7190",2898,908,2006-01-14,7,352
"7191",1781,1117,2006-08-07,11,147
"7192",13521,1120,2006-10-11,12,82
"7193",4803,800,2006-08-27,12,127
"7194",26667,1484,2006-12-20,13,12
"7195",36647,924,2006-08-05,9,149
"7196",19129,555,2006-07-29,6,156
"7197",10489,615,2006-10-10,7,83
"7198",38688,992,2006-07-03,9,182
"7199",7893,1396,2006-10-24,11,69
"7200",28632,773,2006-12-27,9,5
"7201",12476,1602,2006-08-07,13,147
"7202",31920,697,2006-02-02,7,333
"7203",32858,1909,2006-11-10,16,52
"7204",38582,799,2006-07-23,11,162
"7205",27910,822,2006-08-16,8,138
"7206",16240,801,2006-06-05,9,210
"7207",22483,1093,2006-07-18,11,167
"7208",27801,1222,2006-02-05,11,330
"7209",24343,869,2006-08-16,10,138
"7210",4828,1129,2006-06-26,14,189
"7211",5632,386,2006-06-03,7,212
"7212",12852,715,2005-07-23,8,527
"7213",33469,1005,2006-07-19,7,166
"7214",5092,702,2006-06-26,10,189
"7215",20830,580,2006-04-30,7,246
"7216",28639,886,2006-12-02,11,30
"7217",8851,1510,2006-09-08,14,115
"7218",1246,912,2006-06-22,11,193
"7219",924,1704,2006-11-06,13,56
"7220",14256,667,2006-08-28,7,126
"7221",13616,875,2006-11-18,11,44
"7222",39190,851,2006-09-18,7,105
"7223",131,1383,2006-09-10,15,113
"7224",16841,1271,2006-08-26,10,128
"7225",31032,1303,2006-06-27,11,188
"7226",37186,550,2006-01-24,6,342
"7227",23186,1268,2006-02-25,12,310
"7228",14947,535,2005-11-07,9,420
"7229",31464,821,2006-06-20,8,195
"7230",32444,732,2006-11-10,7,52
"7231",30962,642,2005-10-23,8,435
"7232",27192,966,2005-09-22,9,466
"7233",29273,993,2006-03-05,8,302
"7234",24573,817,2006-04-10,6,266
"7235",15696,526,2005-06-15,6,565
"7236",39590,315,2005-07-06,3,544
"7237",19401,1070,2006-10-02,17,91
"7238",13412,1234,2006-09-16,12,107
"7239",13891,682,2006-05-27,8,219
"7240",19462,960,2006-01-10,11,356
"7241",28394,971,2006-07-08,11,177
"7242",2880,1146,2006-12-09,11,23
"7243",36419,838,2006-12-01,9,31
"7244",13183,1262,2006-08-09,13,145
"7245",17342,1117,2006-07-03,11,182
"7246",7205,841,2006-09-03,9,120
"7247",6318,1098,2006-07-19,11,166
"7248",34059,591,2006-12-02,8,30
"7249",33779,1387,2006-07-01,13,184
"7250",26660,1348,2006-02-10,13,325
"7251",7232,1379,2005-12-21,13,376
"7252",19409,1099,2006-08-07,12,147
"7253",31050,1464,2006-07-21,12,164
"7254",29224,904,2005-10-04,11,454
"7255",5034,1228,2006-12-06,12,26
"7256",11760,883,2006-07-27,9,158
"7257",28436,862,2006-12-29,10,3
"7258",9949,767,2006-09-17,9,106
"7259",261,1170,2006-07-13,13,172
"7260",26510,1131,2006-10-30,14,63
"7261",19110,741,2006-06-02,8,213
"7262",27961,749,2006-05-27,8,219
"7263",15514,666,2006-01-04,9,362
"7264",32735,1549,2006-10-03,12,90
"7265",3938,1373,2006-12-21,15,11
"7266",17679,787,2006-10-21,8,72
"7267",27472,996,2005-12-20,10,377
"7268",19179,1008,2005-10-10,8,448
"7269",19490,348,2006-07-03,4,182
"7270",9945,1161,2006-06-22,13,193
"7271",36964,1072,2006-06-13,10,202
"7272",8592,1063,2005-11-13,9,414
"7273",29380,534,2006-10-13,9,80
"7274",33137,1728,2006-11-11,18,51
"7275",3792,822,2005-10-09,8,449
"7276",35832,403,2006-06-21,8,194
"7277",32577,617,2005-09-15,6,473
"7278",23468,1293,2006-12-04,13,28
"7279",26325,780,2006-04-12,7,264
"7280",5806,709,2006-12-29,7,3
"7281",17733,722,2006-07-01,10,184
"7282",38211,273,2006-11-12,5,50
"7283",36602,815,2006-09-04,11,119
"7284",20814,613,2006-03-21,8,286
"7285",35112,1585,2006-12-05,11,27
"7286",39365,643,2006-07-01,9,184
"7287",491,1243,2006-05-06,12,240
"7288",38961,1128,2006-07-15,12,170
"7289",29916,328,2006-06-29,4,186
"7290",37766,527,2006-06-06,8,209
"7291",22876,932,2006-10-18,7,75
"7292",24507,911,2006-09-03,12,120
"7293",32319,628,2006-09-25,8,98
"7294",1766,788,2006-07-31,8,154
"7295",18033,789,2006-10-20,9,73
"7296",2300,1671,2006-07-29,14,156
"7297",9327,1006,2006-06-11,12,204
"7298",23396,637,2005-08-25,5,494
"7299",34927,908,2006-08-08,12,146
"7300",2254,1506,2006-10-24,13,69
"7301",24303,1031,2006-09-20,12,103
"7302",39516,762,2006-12-11,6,21
"7303",10116,883,2006-12-02,10,30
"7304",17756,603,2006-10-19,6,74
"7305",38485,1455,2006-08-19,15,135
"7306",17772,1026,2006-07-15,9,170
"7307",6725,542,2006-10-24,8,69
"7308",8766,693,2006-05-04,7,242
"7309",32020,1224,2006-01-18,11,348
"7310",13126,872,2006-03-26,10,281
"7311",9129,629,2006-07-09,10,176
"7312",13222,1539,2006-06-10,13,205
"7313",13458,2001,2006-10-21,22,72
"7314",15928,742,2006-05-18,8,228
"7315",6528,764,2005-10-28,8,430
"7316",30654,684,2006-07-29,8,156
"7317",4531,1285,2006-11-16,12,46
"7318",18556,310,2006-09-07,4,116
"7319",16733,795,2006-10-29,9,64
"7320",32087,782,2006-07-30,8,155
"7321",10234,1345,2006-11-16,12,46
"7322",5624,1395,2006-11-06,14,56
"7323",397,903,2006-05-13,12,233
"7324",31430,462,2006-06-10,4,205
"7325",38629,694,2006-12-15,11,17
"7326",10639,1259,2006-01-16,11,350
"7327",32523,1740,2006-10-07,15,86
"7328",5393,462,2006-01-17,8,349
"7329",27091,815,2006-09-29,6,94
"7330",19211,938,2005-10-19,7,439
"7331",17102,999,2006-07-20,12,165
"7332",37494,169,2006-10-08,4,85
"7333",15136,1068,2006-11-07,9,55
"7334",27707,1005,2005-08-16,10,503
"7335",11320,952,2006-05-19,9,227
"7336",16050,1502,2006-12-12,15,20
"7337",27125,505,2006-11-06,8,56
"7338",31493,1218,2005-10-31,17,427
"7339",38043,621,2006-07-30,7,155
"7340",24614,1610,2006-12-19,15,13
"7341",9616,758,2006-09-14,7,109
"7342",29906,1403,2006-05-08,13,238
"7343",9955,1975,2006-09-16,15,107
"7344",23337,977,2005-11-27,8,400
"7345",37093,556,2006-06-09,5,206
"7346",2653,1010,2006-03-21,10,286
"7347",4767,1379,2006-06-17,12,198
"7348",11246,707,2006-01-19,8,347
"7349",37429,1020,2005-09-13,9,475
"7350",32385,956,2005-08-22,10,497
"7351",7799,542,2006-12-03,6,29
"7352",13863,1167,2006-08-08,11,146
"7353",30840,853,2006-11-08,7,54
"7354",12997,1015,2006-07-28,9,157
"7355",5900,1240,2006-04-22,12,254
"7356",28720,454,2005-11-02,5,425
"7357",3087,919,2006-07-24,8,161
"7358",6520,1010,2006-09-03,10,120
"7359",13390,561,2006-05-03,7,243
"7360",28950,869,2006-09-25,9,98
"7361",74,712,2006-09-02,7,121
"7362",6444,602,2006-10-22,8,71
"7363",28255,1196,2006-08-21,13,133
"7364",12247,1182,2006-04-25,12,251
"7365",18652,992,2006-07-01,12,184
"7366",26711,1129,2006-09-27,11,96
"7367",18544,896,2006-11-23,8,39
"7368",7215,1245,2006-11-04,13,58
"7369",37201,531,2006-07-22,8,163
"7370",18386,1330,2006-08-16,11,138
"7371",18455,546,2006-04-29,6,247
"7372",21951,1509,2006-09-19,13,104
"7373",29324,838,2006-09-06,11,117
"7374",9772,1074,2006-03-15,11,292
"7375",19181,1021,2006-12-24,9,8
"7376",14358,750,2005-10-19,5,439
"7377",9352,487,2006-06-04,6,211
"7378",27790,1461,2006-11-07,13,55
"7379",17351,857,2006-10-03,10,90
"7380",22306,677,2006-10-07,9,86
"7381",15473,1111,2006-08-23,9,131
"7382",19337,1243,2006-06-04,14,211
"7383",10749,1238,2006-06-23,14,192
"7384",38385,416,2005-12-17,6,380
"7385",11816,1461,2006-09-26,15,97
"7386",17181,778,2006-09-28,6,95
"7387",13380,678,2006-08-21,8,133
"7388",11586,822,2006-12-12,11,20
"7389",23134,1162,2006-11-22,11,40
"7390",10114,230,2006-08-26,5,128
"7391",22883,1140,2006-07-21,14,164
"7392",23732,404,2006-01-07,6,359
"7393",28907,716,2006-08-11,6,143
"7394",15760,753,2006-12-12,8,20
"7395",19553,1298,2006-09-15,14,108
"7396",12150,1168,2006-10-01,14,92
"7397",23480,1336,2005-11-12,10,415
"7398",4972,615,2006-04-17,5,259
"7399",2002,1197,2006-07-10,10,175
"7400",9204,1174,2006-07-05,14,180
"7401",37037,909,2006-07-10,7,175
"7402",21504,1227,2006-09-12,14,111
"7403",36976,1372,2006-10-25,14,68
"7404",37847,1004,2006-09-13,10,110
"7405",16200,441,2006-03-09,6,298
"7406",17809,709,2006-07-16,8,169
"7407",7951,1374,2006-07-25,17,160
"7408",6072,774,2005-10-26,6,432
"7409",31892,822,2006-06-21,9,194
"7410",7612,642,2006-07-28,6,157
"7411",24095,1848,2006-06-26,16,189
"7412",5503,1555,2006-09-24,14,99
"7413",34154,785,2005-10-28,8,430
"7414",13124,1260,2006-08-04,12,150
"7415",18349,763,2006-09-13,8,110
"7416",23793,400,2006-07-27,5,158
"7417",17521,944,2005-10-17,8,441
"7418",39732,764,2006-05-03,6,243
"7419",34756,948,2006-11-16,10,46
"7420",21931,421,2006-07-09,7,176
"7421",20832,635,2006-11-23,8,39
"7422",20604,1165,2006-05-24,11,222
"7423",17664,1156,2006-03-03,11,304
"7424",15314,95,2006-06-15,3,200
"7425",24788,840,2005-07-20,6,530
"7426",27634,696,2006-09-30,8,93
"7427",17997,984,2006-10-17,10,76
"7428",13296,756,2006-08-09,7,145
"7429",39253,703,2006-11-27,9,35
"7430",12256,755,2006-06-24,7,191
"7431",5167,2008,2006-10-12,20,81
"7432",8555,518,2005-09-01,6,487
"7433",28010,1213,2005-09-18,12,470
"7434",25836,559,2006-11-10,7,52
"7435",20585,798,2006-07-28,8,157
"7436",17682,1357,2006-10-01,16,92
"7437",29729,948,2006-10-06,9,87
"7438",22363,1169,2006-03-28,10,279
"7439",21878,1046,2006-03-10,10,297
"7440",24218,534,2006-11-20,10,42
"7441",5161,1113,2006-09-23,11,100
"7442",26727,957,2006-07-24,11,161
"7443",6375,831,2006-06-16,7,199
"7444",17900,905,2006-07-03,9,182
"7445",30239,1527,2006-09-25,14,98
"7446",30456,510,2006-09-17,6,106
"7447",507,616,2005-12-04,8,393
"7448",8189,622,2006-01-25,7,341
"7449",6115,1611,2006-12-06,14,26
"7450",761,457,2006-11-27,5,35
"7451",25190,711,2006-05-30,9,216
"7452",4162,998,2006-09-06,13,117
"7453",37311,737,2005-10-06,10,452
"7454",24509,823,2006-08-08,9,146
"7455",31933,1062,2006-12-27,11,5
"7456",6526,721,2005-11-27,9,400
"7457",3481,644,2006-10-24,7,69
"7458",32414,532,2006-07-18,9,167
"7459",6679,1243,2005-12-25,12,372
"7460",23779,657,2006-10-25,7,68
"7461",30460,682,2006-03-19,8,288
"7462",839,686,2006-04-23,8,253
"7463",20042,1037,2005-10-23,9,435
"7464",6138,628,2005-12-26,8,371
"7465",8347,912,2006-09-23,10,100
"7466",11877,773,2006-07-13,7,172
"7467",4637,637,2005-09-01,9,487
"7468",11229,758,2006-08-18,8,136
"7469",10986,1343,2006-08-18,12,136
"7470",29279,1079,2006-02-25,11,310
"7471",39191,965,2006-12-07,9,25
"7472",7872,1048,2006-12-17,12,15
"7473",16159,1001,2006-03-03,10,304
"7474",29108,1272,2006-08-30,12,124
"7475",12956,700,2006-08-20,11,134
"7476",37897,1486,2006-09-11,14,112
"7477",15675,1052,2006-09-08,11,115
"7478",18181,882,2006-09-29,10,94
"7479",28185,595,2005-11-25,7,402
"7480",24736,492,2006-10-09,7,84
"7481",17174,1057,2006-05-08,9,238
"7482",37040,617,2006-09-14,6,109
"7483",14497,998,2006-05-01,8,245
"7484",7824,1357,2006-10-02,10,91
"7485",23365,609,2006-08-08,8,146
"7486",22064,633,2006-01-18,9,348
"7487",36125,950,2006-10-26,13,67
"7488",18406,1239,2006-06-22,13,193
"7489",23074,592,2006-08-04,8,150
"7490",8242,1297,2006-09-26,15,97
"7491",20996,1081,2006-09-26,13,97
"7492",35295,450,2006-08-29,5,125
"7493",12987,1122,2006-05-01,13,245
"7494",24652,518,2006-06-29,5,186
"7495",31437,883,2006-05-25,10,221
"7496",3545,826,2005-10-06,9,452
"7497",30128,741,2006-06-18,8,197
"7498",25392,967,2006-10-16,10,77
"7499",38850,732,2006-02-12,8,323
"7500",1643,599,2005-07-28,9,522
"7501",20103,827,2006-06-14,8,201
"7502",30135,1250,2006-10-29,14,64
"7503",21003,1047,2006-09-07,11,116
"7504",17639,895,2006-11-11,10,51
"7505",9668,920,2006-12-30,12,2
"7506",39985,592,2006-10-07,7,86
"7507",29720,902,2006-07-30,8,155
"7508",35435,657,2006-05-02,7,244
"7509",13529,870,2005-12-29,7,368
"7510",2732,959,2006-12-24,10,8
"7511",37880,1054,2006-12-24,12,8
"7512",22322,546,2006-09-12,6,111
"7513",12043,448,2006-01-13,6,353
"7514",9781,1033,2006-11-13,10,49
"7515",31919,359,2006-01-06,5,360
"7516",8748,324,2006-03-18,7,289
"7517",32125,814,2006-11-12,12,50
"7518",18949,692,2006-11-13,13,49
"7519",5355,1263,2006-07-28,13,157
"7520",35425,894,2006-11-26,10,36
"7521",22600,1092,2006-10-07,11,86
"7522",28129,634,2006-05-19,7,227
"7523",31060,1570,2006-11-22,11,40
"7524",36158,823,2005-08-27,7,492
"7525",30319,1203,2006-09-07,13,116
"7526",8754,594,2006-09-06,8,117
"7527",33713,1185,2005-11-30,13,397
"7528",26472,1266,2006-02-02,13,333
"7529",3227,639,2006-09-04,8,119
"7530",36139,1371,2006-07-15,13,170
"7531",32881,477,2005-10-20,7,438
"7532",8502,805,2006-08-19,11,135
"7533",17551,685,2006-04-29,8,247
"7534",9508,853,2006-05-23,8,223
"7535",4023,1211,2006-09-27,13,96
"7536",13109,674,2006-10-06,8,87
"7537",5838,818,2006-03-31,6,276
"7538",38939,1041,2006-10-09,10,84
"7539",13304,573,2006-12-02,8,30
"7540",30921,1056,2006-09-18,13,105
"7541",35216,1041,2006-05-12,10,234
"7542",10844,710,2006-09-24,5,99
"7543",19629,508,2006-09-24,6,99
"7544",22721,849,2006-11-15,9,47
"7545",3398,871,2006-08-03,10,151
"7546",39911,1026,2006-08-24,11,130
"7547",33887,1379,2006-09-12,14,111
"7548",12006,1206,2006-05-11,11,235
"7549",19481,890,2006-06-16,10,199
"7550",28728,880,2006-10-14,11,79
"7551",27625,892,2006-04-29,11,247
"7552",14933,742,2006-06-11,10,204
"7553",28916,829,2006-09-28,8,95
"7554",38253,722,2006-09-23,8,100
"7555",28026,677,2006-09-06,8,117
"7556",37035,521,2006-06-25,8,190
"7557",16685,1105,2006-07-27,9,158
"7558",20562,533,2006-03-06,8,301
"7559",21381,785,2006-10-31,8,62
"7560",25536,869,2006-05-27,8,219
"7561",32710,588,2005-09-24,9,464
"7562",31064,612,2006-10-30,7,63
"7563",22597,1551,2006-07-24,11,161
"7564",298,823,2006-10-12,10,81
"7565",4595,721,2006-10-29,11,64
"7566",6234,876,2006-08-16,9,138
"7567",34665,790,2006-12-16,13,16
"7568",13473,394,2006-07-23,6,162
"7569",38881,545,2006-09-07,7,116
"7570",35376,1113,2006-08-23,13,131
"7571",1496,604,2006-10-23,9,70
"7572",31944,1056,2006-10-01,11,92
"7573",35559,1725,2006-09-27,17,96
"7574",35998,660,2006-08-05,8,149
"7575",6595,1366,2006-01-16,9,350
"7576",11321,530,2006-04-12,6,264
"7577",13983,734,2006-07-17,6,168
"7578",22507,1035,2006-09-22,9,101
"7579",14402,767,2006-07-29,6,156
"7580",36851,1123,2005-12-17,10,380
"7581",10984,832,2006-10-11,9,82
"7582",29840,414,2005-09-21,3,467
"7583",26426,1177,2006-05-18,14,228
"7584",28383,1133,2006-06-14,9,201
"7585",31365,814,2006-05-26,11,220
"7586",33849,1040,2006-10-21,12,72
"7587",28321,357,2006-10-21,5,72
"7588",11048,1136,2006-12-23,11,9
"7589",37997,769,2006-11-22,8,40
"7590",35640,1404,2005-12-25,11,372
"7591",16306,609,2006-10-21,7,72
"7592",20304,425,2005-08-03,6,516
"7593",26429,1363,2006-09-18,14,105
"7594",33355,1247,2006-11-02,11,60
"7595",14359,909,2006-10-09,11,84
"7596",92,1041,2006-12-18,15,14
"7597",34201,864,2006-10-02,9,91
"7598",22193,616,2006-08-14,9,140
"7599",14117,709,2006-04-24,9,252
"7600",4369,969,2006-12-30,13,2
"7601",10761,586,2005-06-23,8,557
"7602",34682,1014,2006-07-21,8,164
"7603",17966,934,2006-07-25,11,160
"7604",11834,642,2006-11-16,9,46
"7605",11024,1877,2006-05-31,16,215
"7606",8669,696,2006-07-22,9,163
"7607",5019,1113,2006-11-03,11,59
"7608",38066,1263,2005-11-24,14,403
"7609",13507,1238,2006-09-23,13,100
"7610",23700,1722,2006-08-31,15,123
"7611",8862,509,2006-05-31,5,215
"7612",11900,750,2006-12-02,10,30
"7613",36046,861,2006-04-03,7,273
"7614",34267,1330,2006-07-06,13,179
"7615",10672,1094,2006-05-16,12,230
"7616",2862,1191,2006-08-04,13,150
"7617",24973,1060,2006-07-21,9,164
"7618",12962,1382,2006-08-15,13,139
"7619",19791,1242,2006-08-01,12,153
"7620",34304,1276,2006-10-14,13,79
"7621",13847,824,2006-03-21,14,286
"7622",25950,983,2006-07-04,13,181
"7623",11291,967,2006-11-18,11,44
"7624",12825,340,2006-02-11,7,324
"7625",8290,1446,2006-07-15,13,170
"7626",27422,1499,2006-10-09,14,84
"7627",17249,859,2006-09-26,10,97
"7628",14022,959,2006-01-19,9,347
"7629",25607,687,2006-06-12,9,203
"7630",35028,743,2006-03-26,8,281
"7631",12055,933,2006-05-23,10,223
"7632",26628,1440,2006-10-02,15,91
"7633",27202,1096,2006-05-02,9,244
"7634",37397,1590,2006-11-21,16,41
"7635",25762,332,2006-07-11,4,174
"7636",21813,803,2006-05-21,8,225
"7637",30650,1072,2006-05-25,12,221
"7638",37240,874,2006-05-16,10,230
"7639",38717,595,2006-11-24,6,38
"7640",22103,432,2005-06-12,7,568
"7641",18514,797,2006-02-07,9,328
"7642",14469,706,2006-03-20,5,287
"7643",16753,1157,2006-09-03,8,120
"7644",5993,572,2006-09-22,7,101
"7645",4483,916,2006-08-27,8,127
"7646",21563,1179,2006-08-14,11,140
"7647",32692,1261,2006-08-08,13,146
"7648",1516,815,2006-08-10,6,144
"7649",36429,148,2005-09-11,3,477
"7650",9294,1171,2006-09-30,11,93
"7651",407,911,2006-10-18,8,75
"7652",20227,492,2005-10-02,4,456
"7653",13575,1115,2006-08-14,9,140
"7654",20624,901,2006-08-05,11,149
"7655",27793,951,2006-06-05,9,210
"7656",37354,857,2005-11-01,7,426
"7657",21259,662,2006-11-29,7,33
"7658",31325,1416,2006-10-01,13,92
"7659",5293,783,2006-02-14,9,321
"7660",28911,809,2005-11-15,8,412
"7661",6102,996,2006-05-19,11,227
"7662",9449,724,2006-10-23,8,70
"7663",16257,462,2005-08-06,6,513
"7664",1538,1246,2006-10-16,12,77
"7665",39126,647,2006-03-06,9,301
"7666",7675,923,2006-08-21,9,133
"7667",31197,820,2006-08-06,11,148
"7668",17022,373,2006-08-24,4,130
"7669",17091,554,2006-09-01,6,122
"7670",26889,951,2006-10-10,11,83
"7671",23936,1544,2006-07-25,13,160
"7672",33587,719,2005-10-12,7,446
"7673",37117,652,2006-07-10,9,175
"7674",9102,854,2006-11-22,9,40
"7675",1106,1947,2006-08-31,17,123
"7676",8145,654,2006-06-08,7,207
"7677",4627,1076,2006-05-23,11,223
"7678",20656,928,2006-09-22,8,101
"7679",31472,1637,2006-11-23,15,39
"7680",3502,652,2006-09-22,8,101
"7681",24737,881,2006-09-19,10,104
"7682",4647,1288,2006-09-06,15,117
"7683",28655,1179,2006-07-07,16,178
"7684",19361,1006,2006-10-21,13,72
"7685",4302,1107,2006-08-02,13,152
"7686",8529,1496,2006-10-16,14,77
"7687",30416,1477,2006-05-14,15,232
"7688",1177,585,2006-10-21,7,72
"7689",5163,899,2006-11-09,13,53
"7690",8096,884,2006-09-15,9,108
"7691",4606,1079,2006-12-15,12,17
"7692",31563,94,2006-08-29,3,125
"7693",29908,935,2005-09-27,8,461
"7694",18329,1427,2006-07-02,17,183
"7695",37490,1387,2006-10-17,12,76
"7696",4954,1098,2005-09-21,12,467
"7697",36439,1157,2006-04-26,9,250
"7698",16493,849,2006-04-18,8,258
"7699",39168,1226,2006-06-06,14,209
"7700",34552,404,2006-01-13,6,353
"7701",18142,647,2005-12-24,6,373
"7702",13475,769,2006-11-03,10,59
"7703",316,439,2005-07-25,4,525
"7704",24190,1110,2006-09-24,13,99
"7705",27068,909,2006-09-11,12,112
"7706",29024,551,2005-10-15,4,443
"7707",27096,891,2006-07-13,9,172
"7708",3328,1539,2006-09-16,13,107
"7709",17135,1576,2006-08-18,14,136
"7710",5665,844,2006-07-24,10,161
"7711",10996,847,2006-08-13,9,141
"7712",24918,771,2006-06-16,9,199
"7713",17458,1160,2005-08-30,10,489
"7714",26026,962,2006-05-31,8,215
"7715",9713,1364,2006-08-27,12,127
"7716",35737,835,2006-06-07,8,208
"7717",9229,1166,2006-08-08,11,146
"7718",32979,1087,2006-10-10,10,83
"7719",32434,1371,2006-11-27,12,35
"7720",39329,1712,2006-12-19,17,13
"7721",26870,820,2006-07-05,8,180
"7722",9956,1104,2006-07-12,8,173
"7723",17589,544,2006-11-14,6,48
"7724",35225,1507,2006-04-26,12,250
"7725",2274,945,2006-08-12,11,142
"7726",19965,727,2006-09-23,11,100
"7727",27661,1196,2006-08-09,12,145
"7728",6422,721,2005-11-16,6,411
"7729",14020,758,2006-09-03,7,120
"7730",21839,1070,2006-05-25,13,221
"7731",23042,1159,2006-11-03,16,59
"7732",10473,1293,2006-10-24,12,69
"7733",21354,1103,2005-12-01,9,396
"7734",8956,1735,2006-09-29,14,94
"7735",10097,630,2005-06-13,6,567
"7736",21735,1265,2006-11-08,15,54
"7737",7847,724,2005-08-07,9,512
"7738",15153,802,2006-10-10,11,83
"7739",36980,398,2006-03-21,4,286
"7740",24953,1312,2006-10-03,15,90
"7741",20570,374,2006-05-09,4,237
"7742",28607,679,2006-11-07,8,55
"7743",23809,707,2006-10-26,8,67
"7744",20949,400,2006-09-09,6,114
"7745",7392,776,2006-02-09,7,326
"7746",6380,628,2006-08-04,8,150
"7747",31626,1017,2006-10-04,13,89
"7748",20393,1136,2006-05-14,11,232
"7749",37416,1269,2006-07-29,13,156
"7750",2475,1054,2006-10-29,10,64
"7751",38350,1115,2006-07-14,13,171
"7752",12473,1176,2006-08-30,13,124
"7753",24897,1366,2006-09-05,13,118
"7754",32908,386,2006-05-02,5,244
